Industry,Gig_Worker_Percentage,Revenue_Growth,Cost_Savings,Employee_Turnover,Gig_Dependency_Level,Gig_Satisfaction_Score,Policy_Support_Level,Collaboration_Level,Impact_on_Company
Logistics,49.34734416094052,9.723011316119445,13.151770440387141,12.256396013886558,3,5,3,5,1
Healthcare,0.14257282875326238,4.497223856149392,8.289168487333386,13.860047315653395,5,5,1,2,1
Healthcare,69.0643613139501,11.692000058586427,16.653881231130317,12.592871835489118,1,3,1,1,0
Logistics,76.99726459516528,9.859891218117832,15.384877562599733,12.726565515161449,5,2,3,5,1
Logistics,61.880630733042366,10.91217757625142,16.183501711558442,20.418754277054767,4,3,5,1,1
Finance,40.143816199886494,10.472055620328748,13.622749859978327,16.20873815505645,4,1,4,3,1
Healthcare,98.29052328596897,10.201309183865758,19.64774076957534,19.64781981169325,2,1,2,4,0
Tech,25.59956205265771,8.455454906960028,9.374280907655816,10.6527451494645,5,3,3,3,1
Finance,47.51471801568825,5.004085030782173,12.516797791677295,11.385409339531941,4,1,4,5,1
Finance,56.9728669339117,9.687487675945512,10.611820121712173,6.187338501624648,1,3,4,5,0
Finance,89.49359308926587,12.746399745836083,16.641724742627293,7.006956043759528,5,1,5,2,1
Retail,45.39861978901568,5.525821801788412,12.832719334824677,9.967257638335095,5,3,1,5,1
Finance,20.84727789007158,7.184053080641802,8.680869078397805,13.502952614864517,3,5,2,4,1
Logistics,67.86238567402783,10.410328055374695,16.05450372256389,3.4956197883786775,2,2,1,1,0
Retail,66.61966075072097,9.049592702390791,13.991370024339824,9.296800329196492,3,1,3,1,0
Finance,28.83205204172755,6.02493560694871,7.186509558241818,10.477994487927782,2,5,1,4,0
Tech,66.10837672688547,10.203715434281293,14.641999094609918,15.752024903805498,2,1,3,2,0
Logistics,26.357448820138384,3.255238974366653,8.856976514409187,17.4649283863218,5,3,2,3,1
Finance,85.7505739957256,8.491425086741602,14.1900074721774,10.314385764457693,1,1,2,5,0
Retail,86.2740043657841,11.408585075742213,20.803458586993678,14.13300578177879,2,3,5,4,1
Logistics,91.38407421392137,11.58170538243668,18.30497185461087,18.159513986282686,2,4,3,3,1
Logistics,81.23008501490696,10.188415407715562,19.31197235877718,9.18008896944348,4,1,1,1,0
Retail,0.15238938833312954,1.2601682200200215,8.403861450588195,4.382077253279341,1,2,1,2,0
Finance,51.34087777756729,9.149144160875903,13.758269475846099,6.794655919932386,4,5,4,1,1
Retail,22.92400198119392,3.908000105998345,9.936425981334972,10.168582450530769,4,2,3,1,0
Finance,19.198426756064848,4.165802677325519,10.970461619609083,10.686280670202578,4,2,3,3,0
Tech,93.514670625037,13.02632461506799,19.266003678913474,13.105587037287215,2,1,4,3,0
Tech,10.649708704502858,4.392172019121261,7.355892568659693,10.464176274284616,5,2,3,2,1
Tech,88.4207256894975,10.36747055157746,17.11125167620234,17.03191398791244,1,1,3,1,0
Finance,40.6172012911486,6.994052129936697,10.67734638625058,15.45956748125365,1,5,1,3,0
Tech,58.977104565441266,8.03279484508608,18.015574402438922,7.246186511311159,2,4,3,5,1
Logistics,33.20080113171888,3.7091178211833515,11.432779688201908,17.948886981392953,3,2,4,2,0
Retail,16.38136635943154,6.782379789235268,8.61867699582986,6.88666677747799,4,2,3,2,0
Healthcare,32.835735232720545,6.295461449682492,10.87164230317836,12.916437793817336,5,5,3,1,1
Tech,46.378745575535305,6.7847066354661845,14.26887473749944,17.5486681866301,3,2,3,1,0
Tech,26.775166553954165,6.241345697507003,12.423363437744975,11.182764215517022,4,5,4,2,1
Healthcare,77.55681478094317,10.822113918157976,16.65613517937812,14.871937668405558,1,2,1,5,0
Logistics,3.7257210687799636,3.930864537615154,8.446529831439593,12.27282732328964,5,4,5,1,1
Retail,19.289374368137736,5.398725111525179,9.92832417883692,19.653440462050824,3,1,4,1,0
Finance,43.353459445443136,3.509584277985197,12.2539425989662,10.656326264303962,1,1,1,4,0
Finance,17.981556998102377,2.4601865102116767,9.511471235738592,15.982144630046992,1,1,2,5,0
Tech,73.9289628746437,11.300110395763431,17.052150046767665,14.706057954706331,4,1,5,3,1
Finance,79.28927110044324,11.959645855884181,14.864323809222396,13.25604902793839,3,4,3,3,1
Logistics,29.475728755448426,5.865260879608323,10.601323769700866,11.401920591686752,2,5,4,4,1
Logistics,64.37619499528216,10.451966548706189,17.318303177569682,8.946097444634011,3,3,4,2,1
Healthcare,37.3999367025596,6.504438082740167,11.509415672673079,7.134692996465665,4,5,1,1,0
Healthcare,22.062390831025425,4.850785720898093,8.463958206661397,7.375239455754295,3,4,4,1,0
Healthcare,71.01040945928312,8.450347103361647,15.350891416444501,12.097447493507847,2,2,2,5,0
Retail,43.216725517398594,10.263969464767392,13.424484067998934,14.626022205713749,2,2,3,5,0
Tech,57.93582314323265,8.29051144775795,12.777833563453338,15.234622046074072,5,5,2,2,1
Retail,51.216788416760174,6.750707202642637,13.295879108587107,16.946635565396484,5,3,3,2,1
Logistics,53.72319091694522,7.382389379043819,14.468676334972328,12.826009738576897,5,3,2,3,1
Retail,19.4823662444932,8.522025560746464,8.686135773443183,11.049365934772426,4,4,1,4,1
Tech,0.2631644021484747,5.527870818997828,5.507449329183364,13.86910870948741,4,3,1,2,0
Logistics,76.77187648213535,11.120168119131593,15.098185791236322,6.593389318095183,3,4,3,1,0
Retail,44.665798658090104,7.873158462362025,13.26756381906527,7.3249124032312425,5,1,4,3,1
Healthcare,59.57744348592239,8.937714765616473,15.515615895675689,9.930145341608368,2,4,3,2,0
Tech,55.828874643741685,8.903539132648337,10.87541735591233,4.671252773980241,4,2,3,2,0
Finance,65.30872509563753,10.347468575728763,17.165494850686027,7.990396899184944,2,3,1,3,0
Tech,34.14096565822581,4.370450385617362,10.983740017729396,14.056401805811293,2,4,4,4,1
Healthcare,60.381721896827166,10.210906857590144,12.791340001764599,16.80123586323105,3,4,5,1,1
Retail,19.882069085075415,4.463885089000974,8.384152263005648,10.485112406071204,3,4,4,5,1
Logistics,52.16381965906517,8.682599257523792,13.883048420424906,8.705831262162194,1,4,5,5,1
Tech,19.410376716710807,4.2121920796244385,9.526620998190756,5.908152909237835,3,5,1,5,1
Finance,10.871173927698251,4.147865597124172,6.912343360615378,14.463205201735825,1,3,4,3,0
Finance,68.27624119759712,11.107083200996016,14.977322936075547,9.267147675763148,1,4,1,3,0
Tech,58.83249944624463,10.06960970520703,10.817326060804461,12.523846100544445,2,1,5,3,1
Tech,18.912933682570664,6.558947622941089,10.359600290042644,5.703066558414188,2,2,5,2,0
Finance,19.52871510160096,3.145816257032258,9.111163185167943,13.218096713935378,5,1,4,5,1
Tech,26.434366263817477,4.932792020627367,9.049264980001674,11.423389920191976,4,1,5,1,0
Retail,87.70386290433045,12.66645544840122,16.676888305740672,9.335278149556249,1,2,1,3,0
Retail,63.51370481158264,10.875689045098662,17.149649949950813,12.525678716779462,2,2,4,3,0
Finance,68.11540723304462,10.23400376639955,15.179023572150365,9.480828854681096,1,1,5,3,0
Finance,14.237446559261635,6.228484405796506,6.584295101379003,14.089576881649267,5,1,1,1,0
Finance,4.927875002908966,2.8330864568897507,9.131498802084195,15.393733283484439,3,5,3,5,1
Healthcare,92.32892682362865,11.645606075525723,18.34215243394186,15.469117972441303,4,4,1,4,1
Healthcare,25.769645620237736,6.333295485460683,8.483821739568047,6.769783405416344,1,3,4,1,0
Healthcare,18.319766818212855,1.6195821283574103,11.099616085145126,9.43500728893179,2,5,1,1,0
Logistics,5.953606553415058,3.217091037676885,8.030404887050782,14.00247417996577,4,1,3,5,1
Healthcare,70.64856350072252,10.82986011754525,15.839836947517272,8.208488834644122,1,2,2,1,0
Logistics,34.955811251102844,7.169308345323123,13.371373705465,16.333405079175755,2,1,3,5,0
Finance,87.52616076579979,8.752867052346732,18.526337730313237,15.946199463333492,1,2,2,4,0
Healthcare,63.54125831353503,8.574011838976004,16.222635761476546,6.707185789784334,1,2,2,4,0
Finance,16.411015694809763,5.245503430334402,8.786915409223871,9.262364693782324,2,2,1,5,0
Healthcare,38.160921798272526,10.325449179364304,12.307997522077779,9.676474333523284,5,4,4,4,1
Retail,6.885753760754154,5.507096896518807,8.410550037017039,13.074960464653648,3,1,3,3,0
Retail,17.662342602459148,2.7395540708840196,8.886792907502343,8.27130831376762,4,2,4,1,0
Finance,4.891182527848703,3.92092075713118,8.168752603901178,14.635581214399307,2,1,3,1,0
Logistics,38.03183421524173,9.069906219801947,12.858696611814583,20.47950161687033,3,3,3,5,1
Retail,40.88306165154789,7.573082347487273,12.839876732436188,7.019901188095952,3,5,2,5,1
Finance,10.490438634931131,2.1582728729245906,4.201411122283087,8.704139933023892,1,1,1,3,0
Tech,41.56964239676415,9.2176554257977,12.280148811400624,20.40498786415086,5,4,5,2,1
Logistics,82.66266173496078,10.965460426554024,17.874073684225724,10.776583092661745,5,4,5,1,1
Retail,2.9617858217774184,2.4002660321354217,8.08182591986694,11.393123102892451,5,3,2,2,0
Tech,67.04732998031886,10.264894536399773,14.943056344135567,13.353531878797883,2,5,5,4,1
Logistics,67.47885275082744,10.57564014829364,13.831468944811093,10.61197974927021,1,1,4,3,0
Finance,47.6770520606426,6.033315845425534,10.491372426998733,15.319019488914632,4,1,5,4,1
Tech,87.84449129510794,11.166866416955015,17.776287166722714,4.133698786318673,4,5,2,2,1
Logistics,65.91854723058223,9.28634545362734,14.397299871637754,12.213234293140234,3,3,5,1,0
Retail,27.860297536153112,4.917606979646541,11.663317277534812,8.935640225371797,2,2,4,3,0
Retail,51.1442833917623,6.585005590946046,15.216549682292353,10.146235025365042,5,1,1,4,1
Logistics,38.830614107943816,7.5119072450636,13.683981925391352,6.051304158670969,5,1,3,5,1
Retail,57.72684934923239,10.38645815983136,12.640064740057412,14.893107460176243,1,5,3,1,0
Retail,92.23980274325089,11.901838868833053,18.56990505162823,7.698954326548624,3,2,4,2,0
Tech,47.03963528439723,8.335333595031457,11.965129155140106,13.13387682303082,4,3,4,4,1
Healthcare,16.674556862593658,5.130234403812291,8.840367432704532,8.394099029000591,2,4,2,3,0
Logistics,56.286000748477335,10.1673683042408,14.584619426709814,15.493710529207876,1,4,4,4,1
Healthcare,80.15622175752907,12.351605169290893,15.437718344065415,8.119487292981448,5,3,5,1,1
Logistics,47.079941493580804,10.669142329953756,11.098553849156154,10.832683939153517,4,3,1,4,1
Finance,55.95881410533893,9.7539036310092,14.527086057808127,11.387612320500562,4,4,5,4,1
Healthcare,11.997530815930002,5.4162219161618115,7.37025598347403,11.542092193910879,5,5,5,1,1
Logistics,29.28128551047844,5.014293871728265,8.597675595091456,13.693366146229518,4,4,3,4,1
Finance,87.53799779190868,10.25374645342408,15.883794265531552,15.124737233280491,1,4,5,3,1
Finance,33.420644183126555,5.420123493536458,11.183195052618121,19.292417306443678,4,1,5,1,0
Retail,20.37245601411334,6.345652398868772,7.607278912700486,12.896432948469034,5,2,3,3,0
Finance,56.80466417875153,9.31541241441514,13.317456547977713,9.241268457824162,1,2,4,2,0
Retail,64.69266979656855,9.312158940817236,16.68535847352291,16.361441858269725,3,1,2,4,0
Finance,47.90269589757338,5.483517969335286,9.300871558331032,9.89698387193163,2,5,4,5,1
Tech,73.13560480957187,10.802508698885935,18.726904188109323,16.22611221246494,2,4,5,1,1
Tech,61.512328965161714,8.730339030085913,14.441664479605246,17.600281357356316,1,5,2,5,1
Retail,31.947554589723516,7.229585997110793,8.960639537203512,15.335166159001593,5,2,5,2,1
Tech,66.89488755160782,11.432972070292335,15.424667339302994,13.246065009954867,4,5,4,2,1
Retail,32.91154128948273,8.51742438213136,9.595383969450337,10.984435170680912,2,3,5,4,1
Finance,52.665982611141594,7.744748729105518,12.966716497392255,16.041568064273598,5,5,2,1,1
Retail,43.25877569102579,6.688595533337586,15.393715077625119,7.2954222617965225,1,4,1,2,0
Retail,38.183556489576254,8.213380923007325,12.272303847818504,5.496468185733795,5,3,2,3,1
Finance,82.69221529683999,10.436101957392149,16.055602805139053,15.896142334036217,2,3,3,3,0
Healthcare,46.825612457405605,5.01110516944697,11.276931365664657,18.291267037525845,1,1,3,1,0
Finance,31.800641939440034,5.2968170303005095,8.868343337054966,12.185735991077927,5,4,5,2,1
Tech,47.934577136334,9.523418047041963,12.966147375580695,16.65590606411535,4,3,2,2,1
Tech,67.89287696603759,12.237312793631371,11.955570564578661,13.854122313713564,3,1,5,1,0
Logistics,23.67722614039034,3.7577508632197487,9.053732122520367,22.90540189420532,1,1,2,1,0
Tech,25.58230250480419,6.229397681553871,10.06104153140721,9.438601024763651,3,5,1,2,0
Retail,86.27095887795481,12.112280444429473,17.363938856452897,9.045059253857898,5,5,2,5,1
Healthcare,42.273016618599065,8.213102550252627,11.63499302775316,7.486822080035504,1,1,2,4,0
Finance,3.224036999655444,7.325060339839501,7.158698682788445,8.39943282748126,4,2,4,4,1
Retail,41.399074672200086,7.773715163026915,12.827560333428856,10.281108390460194,3,1,3,3,0
Tech,99.41737916817344,13.052547072612548,19.31985556576895,8.904492275756242,2,4,5,2,1
Tech,44.99595763686095,8.925481912272772,15.422464096383878,9.891690240925747,2,5,4,3,1
Tech,61.018301083681706,8.212490612527859,13.999318629856434,7.792375222773789,3,2,3,3,0
Retail,95.17746605906638,14.089711033987086,17.600048275839917,13.218450735395502,4,3,3,2,1
Retail,38.556288011032,7.372390314644804,10.390546049437745,5.428373962393818,4,5,2,4,1
Logistics,44.9877316755515,10.21897749386746,14.094294025341899,5.1548244432508366,5,1,5,2,1
Retail,34.8909226955873,8.091430050421545,12.668003932456841,8.36321408785453,5,4,4,4,1
Logistics,24.53620559864359,4.2895566516563495,10.256556400237875,9.206114353836707,4,2,1,4,0
Logistics,33.148174040086154,5.086794225429788,9.798634995457114,6.896560597319676,3,2,4,3,0
Finance,86.61065613045422,13.175248050386388,16.76695112534989,18.828717875851062,4,2,2,3,1
Healthcare,74.68481212961181,9.271440524605937,17.507441614872317,19.65935144686515,4,2,2,4,1
Logistics,48.29206978120031,8.477955260880492,13.652541330304537,12.588503929695431,2,4,5,2,0
Tech,31.478381581281056,5.476155776053892,12.49994623312819,7.055574113008148,2,5,2,5,1
Tech,5.87229343743314,3.044010421900526,5.066704087337087,16.37717664340689,3,1,4,2,0
Finance,72.43274008140213,7.7184176967631215,16.14996498316313,8.836762171455792,3,4,1,2,0
Tech,87.31592873828265,11.47247998259612,18.667577777413676,21.21037857887101,2,4,5,5,1
Retail,39.559918184982735,6.91436770320677,11.97115508807802,10.449780047693231,5,4,4,2,1
Healthcare,10.254812592464656,1.6246536272738563,8.594752781313316,9.965034378219796,5,4,3,5,1
Retail,17.60877582692022,6.312100249338726,9.590278983868231,16.89341556491124,2,3,5,1,0
Finance,87.05956337262845,14.565336193179004,17.76299418373221,13.969276637281103,5,3,3,4,1
Finance,83.49872377090708,10.18059118870252,18.774376777794775,11.842616892760526,1,2,2,4,0
Retail,70.20642580272865,11.98701859324897,15.534874421171605,3.63005709027776,4,3,3,5,1
Tech,15.979860378902567,3.6511677347285127,10.303864799690533,5.766616102857962,3,2,5,4,1
Healthcare,1.0175002589267512,3.073543650490357,8.272807661032058,18.12689855627364,2,5,2,1,0
Logistics,12.331401227534455,4.736113615506519,10.110175988565285,2.765989712000508,5,5,4,4,1
Finance,83.54058788830623,11.198772849091663,15.833734696515082,3.2482548581959265,4,5,5,4,1
Logistics,11.013193833544921,4.478265355029801,10.388700277434173,6.390535048813209,2,3,3,5,1
Retail,4.20681422599567,2.089260509529621,8.78975210845736,10.588453296566998,3,4,5,2,1
Tech,71.06705990412712,11.957634026489124,16.830035597207246,12.013147481984774,4,2,5,2,1
Tech,71.32817223822362,11.525209132641342,16.967673034117286,5.3590681612625115,3,5,3,3,1
Retail,64.81104088762915,10.736094943240019,16.131468267381347,11.98121295060133,5,2,2,2,0
Tech,17.831736006715936,4.489631984228215,11.264349786870525,8.734482392237156,1,5,3,5,1
Finance,2.2621557127100678,0.9689715075938694,6.388128382680677,10.736987064741175,5,5,1,4,1
Healthcare,32.820175053761744,6.790596223940618,10.900124842437464,9.07192686488017,3,5,4,4,1
Finance,36.32029447766549,6.467721828813697,11.82209269968838,3.6066175121295623,4,3,5,1,1
Finance,98.54962713920857,12.189903247798458,20.243581214747426,11.035122641724357,1,5,2,1,0
Logistics,32.51474462311502,5.281736156970909,6.263557528766663,21.042732672149636,2,5,1,1,0
Retail,62.74456098169422,10.185994643611625,12.065951100932507,18.975130189197913,2,2,3,2,0
Tech,6.4437625552692275,1.0751259686606223,8.716604365147615,9.69754376575092,1,2,1,4,0
Retail,46.128557625645705,8.761496812989192,12.317201304529183,11.474316924485576,5,5,5,3,1
Tech,76.75048387476743,9.118586671791576,16.64535676541167,8.508668077408814,3,3,1,5,1
Finance,73.38548249682279,12.683379407084212,15.358269570742962,13.81371357644043,2,5,4,3,1
Finance,51.12140674591639,9.159392343990291,11.975712673331389,7.112613183525979,1,2,1,3,0
Retail,55.27318705895392,8.264630414353789,12.499152964613716,7.412899788176829,1,1,2,3,0
Tech,74.5350288312516,9.710157944176935,17.889118431657945,13.733457147506748,5,5,1,3,1
Tech,9.472748535779175,4.3370878304961,11.142660293809852,14.32030588031395,5,3,1,1,0
Retail,57.91251852038592,8.818596120725498,13.976021575421633,10.357213018432416,4,3,2,5,1
Finance,21.489643357423184,4.104348331324832,8.687853468831088,11.782861827197557,1,4,3,5,0
Logistics,61.70172069337101,10.160294759152256,14.109080065544575,10.586796170675019,2,2,2,1,0
Retail,5.588826825307525,3.9226858130777114,8.425087003624268,15.74565590634092,5,3,2,4,1
Finance,55.4842190371608,9.110838649501307,14.335236269567924,18.272627755633696,5,4,3,5,1
Retail,99.9697209659069,12.421291537495561,19.971604613717002,15.010639150815383,2,2,4,4,1
Finance,25.89960732996327,7.012839589986482,11.52000905481136,12.793919665873407,3,4,3,5,1
Retail,25.692486505129608,4.671201916610072,10.503263144683816,13.012638110366716,4,1,1,4,0
Healthcare,53.135075461136616,5.533974438551875,10.591356913537425,12.75343666051766,1,4,4,2,0
Tech,82.60113504996211,12.080632235656326,17.937094688799547,15.701325281629586,5,1,2,1,0
Healthcare,99.74002763196093,13.388679170711384,20.04331824841879,8.819238644598856,2,4,1,5,1
Finance,77.40043021554399,8.18237740228186,15.582797922022605,12.868493784619506,4,2,1,5,0
Retail,18.839532327196995,4.329225332944567,7.185703902729948,14.438734596973338,5,3,5,1,1
Logistics,88.36037445630863,14.63778981415952,16.446159280142766,10.263535013325688,2,2,3,4,1
Tech,23.689169326133054,5.887624507001956,12.315128660348428,10.648599930767045,3,5,3,2,1
Finance,67.15740633102043,9.73713520700228,14.30741834042591,5.461349113417979,4,2,3,1,0
Healthcare,30.229990412234585,5.801798648536299,12.37385125521656,7.518613117099995,3,3,5,2,1
Logistics,59.388123721447215,9.62461445135991,14.411891773411503,11.568683579947797,5,2,4,4,1
Retail,39.3610341944622,10.171255814781604,12.056065273603137,15.393365462455423,5,5,1,1,1
Logistics,11.854504107387942,4.489696324980235,9.450965672470966,9.06567589632311,1,2,2,5,0
Logistics,22.920621116269103,5.645768529465247,12.25511936855357,10.82203911821994,2,3,3,4,0
Healthcare,37.96540158686732,6.93281162252419,12.021278747784022,10.7292419724584,1,4,1,1,0
Finance,9.309599854301709,3.30969278642334,10.267697329717645,9.972122018971879,2,5,5,2,1
Healthcare,94.0396432574172,11.787282000842849,17.729888726043747,4.637542003884228,2,2,4,4,1
Logistics,97.12418328803511,11.237739567886488,19.485672741622867,18.495543876132068,3,1,2,5,1
Retail,36.126315579476575,4.472112048596893,12.730088317782467,5.816617366398691,3,5,2,1,0
Logistics,90.40357397387379,11.588645544688967,17.982232516244917,14.883775643589582,3,4,5,4,1
Tech,54.272236693825484,7.205069657298955,13.29597197822223,11.277775020367839,2,2,5,5,1
Healthcare,35.99079274936733,7.2070840015295525,14.512292970341264,16.697151856245092,5,4,2,3,1
Retail,96.26416629468812,13.0230531523169,20.060861938488387,13.211403435586886,5,2,4,5,1
Retail,31.400037561212667,4.240189012785738,12.492812656178707,10.63387407963368,5,1,3,1,0
Logistics,2.0836826262080943,3.4610321839307034,8.463023779191971,12.19269276518687,4,1,1,3,0
Healthcare,21.430826216183164,2.997634615086456,9.712805079213696,12.702994796845754,1,3,3,3,0
Tech,38.84238467456272,8.880753839803406,11.021910745859994,10.746477687831081,4,5,4,4,1
Finance,23.665537947971384,3.579803782109588,11.97706538026361,10.001415291127312,2,1,1,3,0
Healthcare,29.811555339410344,5.524360324827581,12.665071364678736,11.147578252093211,3,5,2,4,1
Retail,19.601864530485813,5.692878087225576,9.657650679698852,11.110460028980391,3,2,3,3,0
Retail,15.526681011120115,3.0424910766035937,10.387199154493231,5.802988650205898,3,5,4,3,1
Tech,95.25956719465616,10.724719726497996,18.23767261445913,8.666444671622703,3,1,1,3,0
Healthcare,41.61925076748045,7.329165706901957,9.268576487584468,17.891060855958532,3,2,5,5,1
Finance,21.975224379258883,8.045562546277193,7.85876177831516,12.033089912666105,5,4,5,2,1
Finance,79.39506871051523,9.537148805764133,16.412504033124147,11.315726440446296,1,1,5,1,0
Logistics,53.46077874911287,8.463123018584309,11.634693195800088,10.475946250693775,3,5,1,5,1
Healthcare,76.2267022537447,10.637966378829981,17.547127457884365,9.407982820368115,4,4,3,3,1
Tech,86.00167529095454,10.03080774024139,16.09276240111138,11.750276739915998,1,4,1,5,1
Healthcare,72.98489027491884,10.933876698055638,14.703446336516434,10.408891568395276,4,4,1,1,0
Finance,60.93957634322407,10.434155188658666,15.397812384070484,11.774744509517262,1,5,4,4,1
Retail,76.90970925853038,11.015805256865901,17.449512924444658,10.678601760713304,5,5,1,5,1
Logistics,32.09255017433469,7.13707519981787,10.55313714936516,8.330259123797283,4,5,1,1,0
Finance,90.32236249709361,11.971660711935764,17.5396206973328,11.738922439587743,3,2,3,4,1
Healthcare,0.6000781673981992,6.584763440624728,6.638285777378888,14.008996611173043,4,2,5,2,1
Finance,65.21083405159366,11.461390336451828,14.49531403350808,11.37258754291219,2,2,3,1,0
Finance,82.54144375738107,13.899611632838297,15.848774519076795,9.434441479913271,4,5,3,4,1
Tech,65.81294714872124,10.794114636287816,16.244079799877788,16.2160793972268,3,5,3,3,1
Retail,10.844361775126188,4.041549148806534,6.465109136158245,18.436623394172447,1,3,4,2,0
Healthcare,96.35501381630547,12.902538114524422,18.547939841308978,5.972695096068427,1,4,5,4,1
Logistics,99.08773868739594,13.400618153012392,17.44874581287089,12.796247907504664,1,3,1,3,0
Healthcare,52.87361347952536,8.638616549711806,11.683057911634586,8.657510067466797,3,2,1,5,0
Healthcare,0.9577296130122148,1.3729159334578962,9.940818458942854,10.075492339057947,5,4,5,3,1
Retail,94.45632635822527,11.760674637261404,18.585415449345046,16.266361640821064,1,5,3,5,1
Retail,42.343863165272,8.315664582179142,11.878903062971888,15.51827076865654,1,5,1,1,0
Logistics,36.27532023167838,6.54224216401535,11.61379461836542,11.568835022289353,1,2,1,5,0
Tech,96.87534424428031,14.000804057141773,20.54900232894598,17.46079975940657,5,1,2,1,0
Tech,14.687187583320737,6.040507176612142,8.712949796833911,16.074037833175385,2,5,3,3,1
Healthcare,56.07470778737649,10.088842482150925,12.805217885321287,15.226108838231152,4,1,1,4,0
Tech,22.747564664629127,5.430169722359326,9.341419211527052,8.085578485260722,1,5,4,1,0
Logistics,88.88856730064795,12.873816423817209,18.25945389226816,17.076214900454623,3,4,1,5,1
Healthcare,99.1334634224846,13.519213676017454,19.39331334660204,5.102375595960987,5,3,4,2,1
Healthcare,75.10895304423859,8.428336528693205,16.83228525795216,14.395849161205476,1,4,1,5,0
Retail,58.97288254658801,12.26556450032857,15.007300130473075,10.8442684492068,5,2,5,2,1
Healthcare,92.7069116051185,9.60835292876708,17.01935127931245,6.520754140532075,1,3,1,3,0
Finance,10.671355521195746,7.44059881164494,8.31748093820732,14.421586376921736,4,4,4,2,1
Finance,38.7576000400715,7.519324506138501,9.417709090625817,11.31740443423653,2,4,1,5,1
Logistics,78.05386926395002,12.093267076576813,15.706391741743841,9.425579765346038,5,4,4,3,1
Healthcare,95.49271764283654,10.421417601423906,15.91161113401323,9.896301275174942,2,1,1,1,0
Healthcare,86.25892413413638,12.912703671538033,16.44004988844239,13.85000170704544,3,3,1,3,1
Finance,41.0902058988588,8.868127031071626,13.518439648267941,15.757446904525263,3,2,5,2,0
Tech,86.16672586782533,11.84353730371629,18.83593529367618,14.387438029259192,2,5,5,2,1
Healthcare,7.83884269702585,2.2778135636190107,7.003930272268936,18.971111049213466,1,1,4,5,0
Tech,53.73791879137075,10.201652628108938,16.35117919427089,15.746097315432275,4,5,4,3,1
Finance,61.346760055208385,10.615965198096347,15.060205620374647,11.547057125411367,2,4,2,5,1
Retail,96.37230972241315,13.108160854869952,17.68405331064458,14.72270676362654,3,2,4,4,1
Logistics,25.087797910394837,5.036774513382459,9.326749943086822,12.780614470346737,3,1,4,3,0
Tech,69.02451627277941,8.463911845423404,13.839947033585737,13.0539836142452,2,1,1,4,0
Retail,34.841266182922816,9.912166983379247,9.566397576818051,11.693290865568539,5,2,4,4,1
Retail,49.73639202167177,7.896379743809454,11.659628874227288,14.204423531053417,1,4,4,5,1
Logistics,0.9483355068375166,3.570951609260905,5.898498675861826,10.38090095150276,2,2,4,2,0
Tech,89.30149335126126,11.940275274433574,15.941999719933934,12.345174355850343,5,1,5,2,1
Logistics,53.2632744028782,9.579511998423522,15.787857689075501,10.292549330415854,3,5,5,4,1
Logistics,43.991044391221436,8.814521491844326,11.252212003450428,12.305091200471649,3,3,1,3,0
Logistics,51.876194580150795,7.059605098984942,13.793122712036721,7.692492636334489,4,4,2,2,1
Logistics,70.27947582172305,9.36303282974363,12.995236736360418,13.37679927111975,1,2,1,4,0
Finance,16.86016912375524,4.368449924410529,9.812889048823557,10.326873908183902,4,1,5,4,1
Retail,26.789562690917656,6.043774197478021,8.738459044481662,7.576869510845502,1,1,3,1,0
Logistics,16.071941009932832,3.943839379438778,9.41206232490497,16.128550785530184,5,2,4,1,0
Logistics,13.963839922991228,4.92358233265695,9.921802316668478,18.46579503218896,2,5,5,3,1
Tech,70.96823230573112,8.180266722223019,14.200954396084779,15.3163586259919,2,3,4,1,0
Logistics,15.184344564527564,3.6546925754974273,10.708523471260607,8.459175822795547,4,4,2,4,1
Retail,50.293393708324885,8.546048728080972,14.418054335612698,12.417568281606401,4,5,5,1,1
Retail,42.907276745500326,10.583572207443918,14.775135591542558,5.498623429236189,5,3,4,5,1
Logistics,80.26467593928203,12.021096804061003,16.54966473793134,22.020952381559134,3,2,5,2,1
Healthcare,55.25197803669779,9.305287950152358,13.150183058887317,22.760634688355346,1,5,4,2,0
Logistics,35.81682082807616,6.477713693225438,10.840800057071277,10.218963503678246,4,2,5,3,1
Healthcare,12.71516645998757,3.6658287817855864,10.212521946860544,8.011320360269577,2,2,3,2,0
Retail,97.16211996875278,12.906295966229152,17.961006221049193,10.462809153413447,1,5,4,3,1
Logistics,94.91530533480511,10.532983169874917,16.824629031523042,13.2182180472895,3,5,5,3,1
Tech,76.34178142206719,8.620019679967315,15.598454126003794,13.237931166740537,1,5,1,5,1
Healthcare,81.78877421287493,11.066768057104593,15.878765666263241,9.807811186994378,2,3,2,5,1
Logistics,82.48851196806768,9.421500401149743,18.240316803978143,15.12536150537629,4,1,2,2,0
Retail,28.545772028715078,8.524421388097103,8.285106208835039,9.628051977699258,4,1,5,1,0
Logistics,58.77671952278823,9.36651650369806,12.251230887775485,18.542895875004596,1,2,5,1,0
Healthcare,93.40437926474934,14.820489536805422,20.22063196229689,8.09736208181588,2,4,1,1,0
Healthcare,30.024884691613853,7.295400761290145,13.276794627938362,12.897868764707606,1,5,2,5,1
Healthcare,85.31828692061507,10.253875524394463,16.53036922851309,7.697964696603519,4,5,2,5,1
