Worker_ID,Age,Gender,Education_Level,Gig_Platform,Monthly_Income,Hours_Per_Week,Job_Satisfaction,Mental_Health_Score,Workplace_Support,Job_Security,Career_Growth_Opportunities,Is_Primary_Income_Source,Impact_on_FTE
8589,23,Female,Diploma,Amazon Flex,17482,51,3,4.110676238285416,2,3,2,1,0
8590,32,Male,Diploma,Amazon Flex,34148,46,3,4.7104242666797065,3,4,3,1,1
8591,25,Female,High School,Upwork,20504,24,4,6.220711837580753,3,3,4,1,1
8592,36,Male,High School,Upwork,34722,46,3,2.1600228642987704,2,3,2,0,0
8593,47,Male,Postgraduate,Uber,20945,38,2,2.8258398159239997,4,3,3,0,1
8594,41,Male,Postgraduate,Upwork,19786,54,3,1.866066104094488,3,2,2,1,0
8595,41,Male,High School,Amazon Flex,41542,32,3,2.679992449345203,2,2,3,1,0
8596,49,Male,Undergraduate,Freelancer,37555,30,2,2.945440279999089,2,3,2,1,0
8597,43,Female,Postgraduate,Freelancer,37309,40,2,1.3568444217886966,2,3,2,0,0
8598,29,Female,Diploma,Amazon Flex,43616,39,4,2.9122292486202745,3,4,4,1,1
8599,34,Female,Postgraduate,Uber,33370,20,2,2.1803565176722977,2,2,2,1,0
8600,30,Other,High School,Uber,32689,29,3,2.215557967221252,3,3,3,1,0
8601,38,Female,Postgraduate,Amazon Flex,34393,43,3,1.90579383867708,1,3,2,0,0
8602,39,Female,Diploma,Swiggy,25263,21,3,3.430471586008933,4,4,4,1,1
8603,43,Male,High School,Freelancer,21839,39,2,2.8236854856568696,2,2,3,1,0
8604,27,Female,Diploma,Upwork,27764,33,4,1.6299182118910667,3,3,3,0,1
8605,38,Male,Diploma,Amazon Flex,30978,31,2,5.394654965618879,2,2,2,1,0
8606,39,Female,Undergraduate,Swiggy,40573,50,2,1.6885311690118774,3,3,2,1,0
8607,29,Male,Undergraduate,Uber,40615,40,4,2.1731998011772817,3,4,3,1,1
8608,26,Female,Postgraduate,Freelancer,33388,54,3,1.625212617417802,3,4,3,0,1
8609,34,Male,Postgraduate,Upwork,32078,51,3,2.968120590863363,2,3,3,1,0
8610,43,Male,Undergraduate,Uber,36444,30,2,1.0663616564221847,2,2,2,1,0
8611,41,Female,High School,Amazon Flex,27921,50,3,3.132106655856865,2,3,3,0,0
8612,33,Female,Diploma,Amazon Flex,34915,28,3,2.3790074028964865,3,3,2,1,0
8613,38,Female,Diploma,Freelancer,28424,36,2,3.8497826651930307,2,3,2,0,0
8614,43,Female,Diploma,Freelancer,25299,31,3,3.6786513593300874,3,4,4,0,1
8615,46,Male,Diploma,Upwork,25352,38,2,4.916161813708369,2,3,2,1,0
8616,33,Female,Postgraduate,Upwork,28216,28,2,3.3666909202291477,2,3,2,1,0
8617,28,Male,High School,Upwork,22649,51,2,3.787558683407155,2,3,2,1,0
8618,31,Male,Undergraduate,Swiggy,38587,38,3,4.465416440446143,3,3,3,0,1
8619,47,Male,Diploma,Uber,23866,48,3,4.036171363961169,3,4,4,1,1
8620,46,Female,Undergraduate,Freelancer,36409,33,3,2.5909608519141156,4,3,3,1,1
8621,24,Female,High School,Freelancer,32616,52,3,0.8653298360360355,3,2,2,1,0
8622,37,Male,High School,Upwork,41373,51,3,0.39907614655854773,3,3,3,0,0
8623,32,Female,High School,Amazon Flex,30200,34,3,2.4161737707863487,2,3,3,1,0
8624,37,Female,Undergraduate,Amazon Flex,27456,52,3,1.2489279541288623,2,2,3,1,0
8625,37,Male,High School,Upwork,32537,43,3,3.0904272081191784,4,3,3,1,1
8626,35,Male,Diploma,Uber,28518,26,2,2.6784767711837696,3,3,3,0,0
8627,26,Female,High School,Uber,33140,48,3,3.862395083558644,2,3,2,1,0
8628,47,Male,Diploma,Upwork,36257,40,3,2.1302695963066354,4,3,4,1,1
8629,30,Female,High School,Freelancer,30867,53,3,3.003169452980181,3,2,2,0,0
8630,35,Female,Undergraduate,Uber,33811,36,3,1.8960195508091402,5,3,3,0,1
8631,47,Male,Diploma,Freelancer,31090,47,3,1.9964458824206783,2,2,2,0,0
8632,45,Female,Undergraduate,Swiggy,34016,24,3,2.3138311448596633,3,3,2,0,0
8633,43,Male,Undergraduate,Freelancer,30240,54,3,2.1415418751110478,4,3,2,1,1
8634,45,Male,Postgraduate,Amazon Flex,24738,39,2,1.875949413971617,2,3,2,0,0
8635,42,Female,Postgraduate,Uber,37448,54,3,2.0874315476897163,4,3,3,1,1
8636,45,Female,Undergraduate,Swiggy,30989,47,2,1.6694305611816571,2,2,1,1,0
8637,31,Male,Postgraduate,Upwork,28671,21,4,5.370448521686022,3,4,3,0,1
8638,36,Female,Postgraduate,Uber,28734,51,3,2.4671630813042773,2,3,3,1,0
8639,39,Male,Diploma,Freelancer,27817,21,2,5.117849893018756,2,2,2,1,0
8640,40,Male,Diploma,Amazon Flex,34668,46,2,1.1333615674731232,3,2,2,1,0
8641,49,Female,Diploma,Uber,32084,23,3,2.755726293817741,2,2,2,1,0
8642,48,Female,Diploma,Upwork,39152,36,3,2.3161911491434966,4,3,4,0,1
8643,35,Male,Diploma,Uber,33400,50,2,2.734785892121512,2,3,2,1,0
8644,48,Female,High School,Freelancer,30990,21,3,1.152428627078075,3,3,4,0,1
8645,49,Female,Diploma,Uber,35404,53,3,2.339252043890731,4,4,3,1,1
8646,45,Female,Diploma,Swiggy,33376,39,3,3.289220250980899,3,2,2,1,0
8647,38,Female,Diploma,Freelancer,18755,41,4,2.759430890552794,4,3,3,0,1
8648,47,Female,High School,Uber,27723,38,2,0.6298380556426002,2,3,3,0,0
8649,41,Female,Diploma,Amazon Flex,31703,23,2,2.705607229285098,3,2,2,1,0
8650,47,Female,High School,Swiggy,27251,31,2,3.7234271117300706,3,3,2,1,0
8651,40,Male,Postgraduate,Amazon Flex,36195,24,2,2.4986123903284696,2,3,2,1,0
8652,25,Female,Diploma,Freelancer,28328,54,4,4.6908169057225315,3,3,4,0,1
8653,48,Male,High School,Upwork,27657,34,2,1.284937812253804,3,3,2,0,0
8654,32,Male,High School,Uber,49287,48,3,2.835518856030839,3,4,3,0,1
8655,43,Female,Undergraduate,Swiggy,38072,54,3,3.3691897632188192,4,3,3,0,1
8656,27,Male,Postgraduate,Freelancer,40227,54,3,2.8393225160641675,2,3,3,0,0
8657,32,Male,Diploma,Swiggy,29800,48,3,5.285222057926099,3,3,3,1,1
8658,39,Male,Undergraduate,Freelancer,30491,21,2,2.968107410529087,3,3,3,0,0
8659,32,Male,High School,Upwork,27388,33,4,2.0435965679493586,3,4,3,0,1
8660,32,Male,High School,Freelancer,45338,54,2,2.3658539759054147,3,3,2,1,0
8661,27,Male,High School,Swiggy,37878,25,4,1.5945727355881794,4,3,4,0,1
8662,31,Male,Undergraduate,Swiggy,29150,49,3,1.3186865768932061,3,2,3,1,0
8663,41,Female,Undergraduate,Freelancer,23306,52,3,5.344089274768361,4,3,3,1,1
8664,41,Male,Undergraduate,Amazon Flex,33962,49,4,3.9983541375477962,3,3,4,1,1
8665,41,Female,High School,Swiggy,24926,35,2,3.483808949758509,3,2,3,1,0
8666,30,Female,Diploma,Freelancer,31336,30,3,3.69094506565063,2,2,3,0,0
8667,22,Female,Postgraduate,Upwork,46267,43,2,3.2570350299192548,2,2,2,0,0
8668,25,Female,Diploma,Freelancer,28829,49,2,3.3214664762927355,2,3,3,1,0
8669,45,Female,Undergraduate,Amazon Flex,41182,51,3,2.410553003320963,2,3,2,0,0
8670,30,Female,High School,Uber,28646,22,2,1.910434764650842,3,2,3,1,0
8671,26,Female,Postgraduate,Uber,36268,43,3,2.514981151748861,2,3,2,1,0
8672,38,Female,High School,Upwork,33684,24,4,3.3071101369382276,3,4,4,1,1
8673,29,Female,Diploma,Uber,37406,33,3,2.033264664976902,2,3,2,1,0
8674,39,Female,High School,Uber,31870,53,3,2.2251493292501436,3,3,3,0,1
8675,25,Female,Undergraduate,Amazon Flex,42014,46,2,3.4106565148813344,2,2,3,0,0
8676,39,Male,High School,Freelancer,33505,42,4,2.616640172796898,3,3,3,1,1
8677,30,Female,Diploma,Freelancer,22092,48,3,2.8371848605635277,3,4,3,1,1
8678,35,Female,Postgraduate,Amazon Flex,22108,52,3,2.95452333912712,2,2,2,0,0
8679,29,Male,Postgraduate,Upwork,30925,51,3,3.4252816907276746,3,3,3,1,1
8680,47,Male,Undergraduate,Upwork,47674,46,3,2.91256998035625,2,3,3,0,0
8681,43,Male,Diploma,Upwork,39331,20,2,3.848791644664817,2,2,3,1,0
8682,27,Female,Diploma,Swiggy,37157,20,3,2.076933416166682,3,4,3,0,1
8683,40,Other,Postgraduate,Freelancer,28680,33,3,2.5151493237634472,4,4,3,0,1
8684,29,Male,Postgraduate,Freelancer,32223,53,3,3.4216687684114744,2,2,3,1,0
8685,30,Male,Diploma,Upwork,19565,54,4,4.412171182223676,4,3,3,1,1
8686,42,Male,Postgraduate,Swiggy,40533,50,4,4.719807056583473,3,3,3,0,1
8687,38,Male,High School,Swiggy,29319,35,3,3.0878184330177154,3,2,2,1,0
8688,46,Male,High School,Uber,37166,41,3,4.256267001439072,2,2,2,0,0
8689,30,Male,Diploma,Swiggy,33758,21,3,4.584458559731041,2,3,2,0,0
8690,38,Female,Undergraduate,Amazon Flex,22197,21,4,2.7967866267872723,4,3,3,0,1
8691,33,Male,High School,Upwork,26730,32,4,3.3233220898620184,4,3,3,0,1
8692,32,Male,High School,Swiggy,29940,25,3,4.020303407732299,3,4,3,1,1
8693,28,Male,Diploma,Freelancer,38904,33,4,4.803603663049841,3,4,3,0,1
8694,36,Male,Postgraduate,Upwork,27202,30,3,4.18378095830036,2,3,3,1,0
8695,31,Female,Postgraduate,Swiggy,41759,34,4,3.0708816463903648,3,3,4,0,1
8696,49,Female,Diploma,Swiggy,31069,46,2,2.6308210884917242,3,2,3,1,0
8697,36,Male,High School,Uber,24545,53,2,3.078956413878216,2,2,2,0,0
8698,28,Male,Postgraduate,Swiggy,33351,40,2,4.5088269522802555,2,2,3,0,0
8699,48,Female,High School,Freelancer,26412,53,2,2.314837249213296,2,2,3,0,0
8700,33,Female,Diploma,Upwork,28338,47,3,1.8833816686692664,3,2,2,1,0
8701,22,Male,High School,Freelancer,35626,50,3,2.2677456128587616,3,3,3,1,0
8702,33,Female,Diploma,Swiggy,37113,25,2,3.211634809460107,3,2,2,0,0
8703,43,Female,Postgraduate,Swiggy,34484,31,3,2.720075681961283,4,4,3,1,1
8704,26,Female,Postgraduate,Swiggy,37168,50,4,3.8610511107458185,3,4,3,1,1
8705,33,Male,Undergraduate,Swiggy,29616,40,2,1.8035036987857618,3,3,2,1,0
8706,31,Male,High School,Amazon Flex,39601,35,3,2.8709896481065384,4,3,3,1,1
8707,41,Female,Diploma,Amazon Flex,22819,27,3,4.837185001828851,3,3,3,0,1
8708,41,Male,Diploma,Upwork,37289,32,4,4.358202428632908,3,3,3,1,1
8709,46,Female,Undergraduate,Freelancer,34259,23,3,5.014105456465361,3,4,4,1,1
8710,28,Male,Diploma,Freelancer,46294,38,2,4.151699491611152,2,3,2,1,0
8711,26,Female,Postgraduate,Amazon Flex,31661,34,2,2.742920287721461,2,2,2,1,0
8712,25,Female,Postgraduate,Swiggy,25251,37,3,1.4759937544202169,3,3,4,0,1
8713,39,Female,Undergraduate,Freelancer,18726,47,4,4.651796868341083,4,3,3,0,1
8714,32,Female,Undergraduate,Amazon Flex,28911,31,4,3.1742844278050812,3,3,4,0,1
8715,25,Male,Undergraduate,Swiggy,35946,51,3,2.7835353582809303,2,2,2,1,0
8716,34,Female,Postgraduate,Freelancer,35682,20,3,2.359742600435378,4,3,4,1,1
8717,34,Male,High School,Uber,40723,44,3,0.7797088026784715,3,2,3,1,0
8718,38,Female,Undergraduate,Uber,34702,31,4,6.392429469627642,3,3,3,1,1
8719,37,Male,High School,Upwork,37038,48,3,4.126959321821538,4,4,4,1,1
8720,39,Female,High School,Upwork,37494,25,3,1.49063514662225,2,2,3,1,0
8721,33,Female,High School,Swiggy,26412,35,4,1.7315360573029122,3,4,3,0,1
8722,25,Male,Diploma,Uber,36509,30,4,2.423100337069515,3,3,3,0,1
8723,34,Female,Diploma,Upwork,43303,54,3,3.627716027618353,4,4,3,0,1
8724,34,Female,Diploma,Amazon Flex,28862,25,4,4.2630627894690845,4,4,3,1,1
8725,39,Male,Undergraduate,Swiggy,24149,46,3,3.387803795228436,4,3,3,1,1
8726,45,Male,Postgraduate,Upwork,38751,54,4,4.8704347020978345,4,4,3,1,1
8727,39,Female,High School,Amazon Flex,32994,43,2,2.484457110341931,2,3,2,1,0
8728,36,Female,Undergraduate,Upwork,26499,21,4,2.4696481542286746,2,2,2,0,0
8729,37,Male,Postgraduate,Uber,10939,42,3,1.9596862972329614,3,3,4,1,1
8730,26,Female,Diploma,Freelancer,33649,26,3,0.9895137046037852,3,3,2,1,0
8731,28,Male,Diploma,Upwork,34194,23,4,3.057977242740458,3,3,4,1,1
8732,23,Female,Diploma,Uber,29881,31,3,3.2399797361142246,3,3,3,1,1
8733,46,Female,High School,Upwork,32987,31,3,2.476986642346026,3,4,4,1,1
8734,38,Male,Diploma,Swiggy,34608,24,3,2.92296763348621,3,3,3,0,1
8735,39,Female,High School,Upwork,28926,42,3,1.55377449169267,2,3,2,0,0
8736,29,Female,Diploma,Swiggy,43757,27,3,3.031052701405284,4,3,4,1,1
8737,44,Male,Undergraduate,Amazon Flex,31622,26,4,4.168677435875654,4,3,3,1,1
8738,45,Male,Postgraduate,Upwork,22136,40,3,2.7898068869636505,3,3,3,0,1
8739,42,Female,Undergraduate,Swiggy,22634,48,4,3.856606382124844,4,4,3,0,1
8740,34,Male,High School,Swiggy,35656,52,2,1.0943563872011997,2,3,2,1,0
8741,32,Male,Undergraduate,Freelancer,36182,52,2,2.9912898282194247,1,2,2,1,0
8742,29,Male,Postgraduate,Upwork,53444,33,4,3.2677389072513967,4,3,4,1,1
8743,35,Female,High School,Uber,42409,33,4,2.8862678261504184,4,3,3,0,1
8744,44,Female,Undergraduate,Freelancer,35057,36,2,2.399412991933548,2,3,2,1,0
8745,27,Male,Undergraduate,Uber,30156,22,2,2.2983688119434618,2,2,2,1,0
8746,38,Male,Postgraduate,Amazon Flex,16248,41,2,2.421579000102041,3,3,2,1,0
8747,23,Other,Postgraduate,Swiggy,29503,31,4,1.8934458961009624,3,3,3,0,1
8748,25,Male,Undergraduate,Amazon Flex,31142,40,3,3.6086859342694595,3,2,2,1,0
8749,33,Male,Diploma,Swiggy,21430,43,2,3.6731354934067126,2,2,2,1,0
8750,44,Female,High School,Uber,30393,50,3,3.2128168729531597,4,3,3,1,1
8751,32,Female,High School,Amazon Flex,34161,21,3,3.444656798066986,3,3,2,1,0
8752,27,Female,Postgraduate,Swiggy,24045,53,3,4.595265994922792,3,3,3,1,1
8753,33,Male,Diploma,Amazon Flex,27841,41,4,1.712594129233746,4,3,4,0,1
8754,24,Female,Diploma,Uber,34066,30,4,4.363652938036563,2,3,3,0,1
8755,35,Male,High School,Swiggy,25727,22,3,0.7250373818049125,4,4,2,1,1
8756,24,Female,Undergraduate,Uber,25517,44,3,3.13405817529692,4,4,4,1,1
8757,31,Male,Diploma,Upwork,28472,41,3,3.5578216502451423,3,3,3,1,1
8758,46,Male,Undergraduate,Freelancer,27072,35,3,3.6955005120279365,2,3,2,0,0
8759,49,Male,Postgraduate,Amazon Flex,36044,48,3,2.7921589890143186,3,3,3,0,1
8760,37,Male,Postgraduate,Amazon Flex,29453,25,3,2.8203490753316527,4,4,3,0,1
8761,43,Male,Postgraduate,Uber,32532,26,2,1.667333850321717,3,2,2,0,0
8762,36,Male,Diploma,Freelancer,34413,47,2,3.2281691994355537,3,3,3,1,0
8763,26,Male,Diploma,Freelancer,36944,23,3,3.013041579968116,2,4,2,0,0
8764,43,Female,High School,Swiggy,25858,48,4,2.926807527400619,4,4,3,0,1
8765,26,Male,Diploma,Upwork,21884,32,4,2.362514185880993,3,3,3,0,1
8766,28,Male,Postgraduate,Freelancer,30926,25,3,1.8605013404335469,3,4,3,1,1
8767,25,Female,High School,Upwork,42646,30,3,2.5706923673549498,3,4,3,1,1
8768,27,Male,High School,Upwork,45408,41,3,2.7181894693391166,3,3,4,1,1
8769,33,Female,Undergraduate,Uber,34517,33,4,4.180641059847639,4,4,4,1,1
8770,25,Female,Undergraduate,Amazon Flex,39604,45,3,3.281802045317827,3,3,3,1,0
8771,49,Male,High School,Upwork,35954,44,2,1.7518821301056235,2,3,2,1,0
8772,22,Male,Diploma,Uber,18578,48,3,2.5932821146327045,3,2,2,1,0
8773,41,Male,Postgraduate,Upwork,19250,33,2,2.0005853257447193,2,2,2,1,0
8774,37,Female,Diploma,Uber,27965,30,2,2.2538510693296825,2,3,2,1,0
8775,25,Female,High School,Amazon Flex,30744,29,2,2.516510067223785,2,2,2,0,0
8776,36,Male,Undergraduate,Amazon Flex,39955,39,3,5.323436373650797,2,3,3,0,0
8777,38,Other,Postgraduate,Amazon Flex,39178,23,4,3.278854026633608,4,3,3,0,1
8778,33,Other,Postgraduate,Uber,33579,21,2,3.1635856441585193,2,3,3,1,0
8779,32,Female,Undergraduate,Amazon Flex,32800,28,3,2.7011146009793303,4,4,3,0,1
8780,28,Female,Postgraduate,Uber,27160,32,4,4.269564036119485,4,5,3,0,1
8781,35,Male,Postgraduate,Swiggy,40695,36,2,2.3166943029769165,4,4,3,0,1
8782,26,Male,High School,Swiggy,33254,40,3,2.5440418992725564,3,3,4,1,1
8783,29,Female,High School,Swiggy,39830,47,3,2.834150826445804,3,3,2,1,1
8784,39,Female,Postgraduate,Amazon Flex,37066,22,3,2.2586637964285594,3,3,2,1,0
8785,25,Female,High School,Upwork,41274,49,3,2.8756700209583315,3,3,3,1,1
8786,49,Female,High School,Freelancer,42149,21,2,3.1106857611441283,3,3,2,1,0
8787,35,Other,High School,Upwork,39653,42,2,2.509948506847997,2,2,3,1,0
8788,27,Male,Postgraduate,Upwork,28421,33,3,2.7384423367825206,3,3,2,0,0
8789,41,Female,Diploma,Swiggy,37403,24,4,4.636249564331667,4,4,4,0,1
8790,47,Male,High School,Upwork,37200,23,3,1.6544024578723162,2,3,2,1,0
8791,29,Female,Diploma,Upwork,38110,45,3,2.598618187797495,2,3,3,0,0
8792,23,Male,High School,Swiggy,29985,40,3,3.5255783994909518,2,2,3,1,0
8793,28,Female,Postgraduate,Swiggy,35544,22,3,1.8973286226606154,3,3,3,1,1
8794,43,Male,Undergraduate,Freelancer,16456,44,2,2.1679101374859355,3,2,3,1,0
8795,28,Female,Undergraduate,Uber,28197,44,4,4.341054050719267,3,4,3,0,1
8796,38,Male,Postgraduate,Amazon Flex,24567,27,2,2.6826423596853224,2,2,3,1,0
8797,48,Male,Diploma,Uber,29934,48,4,4.287262807066178,4,4,4,1,1
8798,49,Male,Postgraduate,Swiggy,23368,25,3,1.7582534938986074,3,3,4,1,1
8799,46,Male,High School,Uber,44280,52,3,2.220776616571405,3,4,4,1,1
8800,25,Male,Postgraduate,Freelancer,43211,50,2,0.23344927852397546,2,2,2,0,0
8801,44,Female,Undergraduate,Amazon Flex,30791,29,3,3.383776944335082,4,4,3,0,1
8802,42,Male,Diploma,Amazon Flex,28670,49,3,2.556073996964704,2,2,2,1,0
8803,22,Female,Undergraduate,Uber,42417,45,3,0.7354817895688879,3,3,2,1,0
8804,28,Female,Diploma,Upwork,31594,31,2,3.0883331222914463,2,3,1,0,0
8805,42,Female,High School,Swiggy,35442,53,4,4.268112204341709,3,3,3,1,1
8806,22,Male,Postgraduate,Freelancer,41142,24,4,2.4986194888432594,4,3,3,1,1
8807,38,Male,Diploma,Swiggy,30797,30,4,2.383722542225987,3,3,3,0,1
8808,25,Female,High School,Amazon Flex,23930,31,3,3.74958375651212,3,3,4,1,1
8809,46,Female,Undergraduate,Uber,33834,21,2,3.7945955242311413,3,2,2,0,0
8810,41,Female,Undergraduate,Amazon Flex,18840,20,2,1.0714395755613721,2,3,3,1,0
8811,32,Female,Postgraduate,Uber,26037,31,3,2.1576438868366044,3,4,3,0,1
8812,33,Male,Undergraduate,Upwork,29138,52,3,0.8345471109872764,2,2,2,1,0
8813,49,Male,Diploma,Swiggy,15507,49,4,3.7481914349773318,4,3,3,1,1
8814,26,Female,Diploma,Freelancer,29222,51,4,2.973900905610751,4,4,4,1,1
8815,44,Male,Diploma,Freelancer,33182,33,3,2.563032400438938,3,4,4,1,1
8816,25,Male,High School,Swiggy,35602,38,3,2.8111672063910036,4,3,3,0,1
8817,23,Male,Diploma,Amazon Flex,37522,27,3,3.975542530793345,3,3,4,0,1
8818,23,Female,Diploma,Swiggy,22126,51,3,4.307979552832876,3,2,2,0,0
8819,30,Male,Undergraduate,Uber,25077,53,2,1.1796407515604912,2,2,3,0,0
8820,47,Male,High School,Upwork,25288,36,3,2.0880566157261033,4,3,4,1,1
8821,26,Male,Diploma,Uber,27685,45,3,3.7870341897226374,3,3,3,0,0
8822,28,Female,Postgraduate,Amazon Flex,26547,43,3,1.2541967693394795,2,2,3,1,0
8823,43,Male,Postgraduate,Upwork,37984,42,3,3.5903215968284368,3,2,2,0,0
8824,22,Female,Postgraduate,Upwork,29398,53,3,2.6402484609958354,3,3,4,0,1
8825,31,Male,Diploma,Uber,24518,22,4,3.1864688833907917,4,3,4,1,1
8826,29,Female,High School,Amazon Flex,32170,54,2,2.98421987110366,3,3,2,0,0
8827,48,Female,Diploma,Freelancer,25330,46,4,2.36361781945179,3,4,4,0,1
8828,48,Male,Diploma,Swiggy,26967,47,3,2.4283280413122466,4,3,4,1,1
8829,35,Male,High School,Freelancer,37922,41,4,2.0819784955357763,4,3,3,1,1
8830,33,Female,High School,Upwork,42214,24,4,3.4301230195705363,4,3,3,0,1
8831,42,Male,Diploma,Swiggy,27565,41,2,3.740731376602929,3,3,3,0,0
8832,42,Female,Undergraduate,Freelancer,47468,50,3,3.5770924753371744,4,4,3,0,1
8833,42,Female,Postgraduate,Freelancer,22202,47,3,1.096350647865237,3,3,4,1,1
8834,39,Male,Postgraduate,Swiggy,28773,53,4,5.238100434480625,3,3,4,1,1
8835,49,Male,Undergraduate,Uber,26943,24,4,4.136401960055776,4,3,4,0,1
8836,42,Female,Undergraduate,Swiggy,34792,54,3,6.4638472741214095,3,3,3,1,1
8837,47,Female,High School,Upwork,36860,22,3,2.1860709782969763,4,4,3,1,1
8838,23,Other,High School,Uber,24787,21,3,1.6537163750625923,2,3,3,0,0
8839,36,Male,High School,Uber,36926,25,3,3.2028942757219587,3,4,3,1,1
8840,31,Male,Postgraduate,Amazon Flex,29377,46,3,4.134450701329908,3,3,2,1,0
8841,41,Female,Undergraduate,Swiggy,25262,42,3,4.517546345617004,2,3,3,0,0
8842,42,Female,High School,Upwork,20465,46,3,4.881497954060547,4,3,4,1,1
8843,37,Female,Diploma,Freelancer,35248,23,4,1.8110673425281458,3,3,4,1,1
8844,43,Female,High School,Swiggy,34283,24,2,4.8056481582493005,3,4,3,0,1
8845,30,Male,Diploma,Uber,27747,53,2,2.626185109982944,3,3,2,1,0
8846,37,Female,Postgraduate,Freelancer,38485,28,3,3.6053806797868244,2,2,2,0,0
8847,30,Male,Postgraduate,Amazon Flex,26665,36,4,1.7223892251066992,3,3,3,1,1
8848,49,Female,Undergraduate,Swiggy,28513,48,2,4.620991567558887,3,3,2,0,0
8849,38,Female,Diploma,Upwork,21118,28,2,2.244894308822014,3,3,3,1,0
8850,36,Male,Diploma,Upwork,33893,40,4,1.9930744731786258,4,4,4,0,1
8851,26,Female,Diploma,Uber,22322,34,2,2.0918528936391665,2,3,3,0,0
8852,34,Male,Diploma,Upwork,38426,53,4,2.4496587058467485,4,3,3,0,1
8853,39,Female,High School,Uber,45080,26,3,1.8050830679593015,4,4,4,0,1
8854,39,Male,High School,Amazon Flex,31539,39,3,3.8744052992551556,2,3,2,1,0
8855,34,Male,Postgraduate,Freelancer,29717,43,2,2.2525187941617,2,3,1,0,0
8856,39,Male,Undergraduate,Amazon Flex,21795,40,4,4.78349538026611,3,4,3,1,1
8857,37,Female,High School,Freelancer,27226,29,3,4.764009653243774,3,3,3,1,1
8858,41,Male,Postgraduate,Swiggy,26338,50,2,3.71588079614952,3,3,3,0,0
8859,49,Male,Postgraduate,Uber,9265,34,3,3.202831773235372,3,4,3,0,1
8860,30,Male,Diploma,Amazon Flex,26261,27,4,5.124440724047564,3,4,3,1,1
8861,23,Male,Postgraduate,Uber,25398,24,4,2.2008658100195913,3,3,3,0,1
8862,25,Male,Undergraduate,Uber,23103,32,3,2.9650278415364077,3,3,3,1,1
8863,47,Male,Undergraduate,Upwork,19639,43,3,2.715019650920477,2,3,2,0,0
8864,26,Male,Postgraduate,Swiggy,32753,23,3,5.923012857301926,3,3,2,1,1
8865,24,Female,Diploma,Upwork,29001,42,3,2.2062662040248795,4,4,4,1,1
8866,44,Male,Undergraduate,Swiggy,27504,28,3,4.203199869248189,3,4,4,0,1
8867,40,Female,Undergraduate,Uber,26217,22,4,6.226116062802701,3,3,4,1,1
8868,36,Male,Postgraduate,Uber,31870,47,3,3.461159395776248,2,2,3,0,0
8869,27,Male,High School,Freelancer,31411,35,3,3.686272817071504,4,3,4,1,1
8870,23,Male,Diploma,Uber,33123,22,3,2.6521910891731015,4,4,3,0,1
8871,45,Male,Undergraduate,Amazon Flex,25947,40,3,2.7481980402247514,3,3,3,0,1
8872,35,Female,Undergraduate,Upwork,32220,20,3,4.558536241684811,3,4,3,1,1
8873,33,Male,High School,Upwork,38868,52,3,3.403858508652789,3,3,3,0,1
8874,49,Male,Undergraduate,Freelancer,39949,34,3,2.669170772048791,3,3,3,1,1
8875,41,Other,Undergraduate,Upwork,30434,51,3,1.1880647060267553,2,2,2,1,0
8876,45,Male,Undergraduate,Swiggy,42498,36,3,1.644122114741913,2,2,1,1,0
8877,38,Female,Diploma,Uber,41376,35,3,4.511647112408129,2,2,2,1,0
8878,25,Female,High School,Upwork,41729,48,3,3.656241729109861,4,4,3,1,1
8879,49,Female,Postgraduate,Amazon Flex,28724,48,2,4.204973258192199,3,3,3,1,0
8880,27,Male,Undergraduate,Uber,36373,43,2,1.498804137547586,2,3,3,0,0
8881,48,Male,Diploma,Swiggy,23945,20,3,2.2533640896015092,3,4,3,0,1
8882,37,Female,Diploma,Amazon Flex,29819,34,2,2.92584250166299,3,2,2,0,0
8883,38,Male,Postgraduate,Swiggy,33323,39,4,2.8738957852119213,3,3,4,1,1
8884,29,Male,Diploma,Swiggy,23949,45,2,3.237237478297964,3,3,2,1,0
8885,49,Other,Undergraduate,Swiggy,34648,46,4,3.562754146320867,4,3,4,1,1
8886,24,Male,Diploma,Freelancer,50353,41,3,0.14601033722413503,3,2,3,0,0
8887,24,Female,Undergraduate,Upwork,44190,25,3,1.457694133151613,3,3,3,1,0
8888,48,Male,Diploma,Swiggy,21434,51,3,2.293702868537639,2,3,2,1,0
8889,46,Male,High School,Uber,36940,32,4,3.2403420323880416,4,4,4,0,1
8890,45,Male,Postgraduate,Swiggy,46566,21,4,2.684958310920865,3,3,2,1,1
8891,30,Female,High School,Freelancer,41563,33,3,1.6495440682537517,2,3,3,0,0
8892,30,Male,Diploma,Upwork,24154,54,3,4.099066491472489,2,3,2,0,0
8893,40,Male,Diploma,Freelancer,34579,39,3,1.365728567452491,2,2,2,0,0
8894,41,Male,Postgraduate,Freelancer,26502,46,3,3.5381727597760126,4,2,3,1,1
8895,44,Female,High School,Uber,20083,42,3,4.114667012009489,4,3,3,0,1
8896,33,Male,Undergraduate,Swiggy,35133,28,3,4.8222548992248,3,3,4,1,1
8897,30,Male,Postgraduate,Upwork,23717,43,3,3.8849040864057933,2,3,3,0,0
8898,24,Male,Undergraduate,Swiggy,37348,52,2,3.2072801168258085,2,1,2,1,0
8899,34,Male,High School,Amazon Flex,35656,34,3,4.9077654911886635,3,3,3,0,1
